activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08035,08035014116,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,1245000.0,80.0,6.125,-1.24909,2,8279.73,NA,8279.73,24316.4,,360,NA,NA,2,2,2,2,1555000,1,1,3,5,1,NA,309,40,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,5,,,,,10,,,,6184,35.82,125500,126.26,712,782,14
2023,7H6GLXDRUGQFU57RNE97,17820,CO,08041,08041005501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,3,2,1,1,1,2,2,1,195000.0,40.0,7.5,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,495000,1,3,3,5,1,NA,138,<20%,1,10,3,,,,,5,,,,,2,4,2,27,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,2,5,,,10,,,,6953,29.9,105000,103.82,1620,2084,35
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013013706,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,795000.0,58.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1405000,1,1,3,5,1,NA,0,<20%,3,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,2,5,,,1,,,,3863,11.49,144100,110.03,1444,2052,40
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031012010,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,2,1,1,2,2,2,525000.0,94.13,6.875,0.33028,2,9477.0,NA,0.0,6801.36,,360,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,NA,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,5,,,,10,,,,5121,27.77,125500,112.85,1488,1419,27
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059012051,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,175000.0,60.0,7.375,0.32701,2,2965.45,NA,1757.0,,275.0,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,146,47,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,55-64,45-54,No,No,1,1,1,2,5,,,10,,,,3616,14.19,125500,115.89,1271,1357,50
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013012510,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,935000.0,80.0,7.375,0.29256,2,3813.95,NA,2587.0,,52.9,360,NA,84,2,2,2,2,1175000,1,1,3,5,1,NA,479,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,5,,,,,10,,,,4318,14.94,144100,143.69,1454,1706,0
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059011709,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,375000.0,68.0,6.75,-0.44134,2,500.0,NA,500.0,1841.25,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,140,20%-<30%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,2,5,,,10,,,,3449,29.37,125500,84.57,921,898,43
2023,7H6GLXDRUGQFU57RNE97,17820,CO,08041,08041003702,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,985000.0,80.0,7.5,-0.06524,2,2011.15,NA,0.0,2244.2,,360,NA,NA,2,2,2,2,1225000,1,1,3,5,1,NA,379,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,5,,,,,10,,,,5251,18.09,105000,145.31,1638,1861,35
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031004006,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,32,1,2,2,2,575000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,166,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,1,2,5,,,10,,,,5373,20.23,125500,206.85,1189,1320,53
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031004108,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,845000.0,80.0,6.99,-0.08488,2,4737.75,NA,3502.8,4300.8,,360,NA,84,2,2,2,2,1055000,1,1,3,5,1,NA,203,49,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,7604,25.68,125500,169.2,2048,2358,13
2023,7H6GLXDRUGQFU57RNE97,22660,CO,08069,08069001707,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,32,1,2,2,2,225000.0,55.0,6.99,0.08952,2,8709.66,NA,6888.71,5448.71,490.2,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,42,49,1,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,2,5,,,10,,,,5472,25.91,118700,73.43,1277,1754,28
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013013305,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,1,2,1,2,1,2,2,2,45000.0,11.0,8.0,1.24342,2,2367.43,NA,1375.98,,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,51,<20%,1,10,2,,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,2,5,,,10,,,,5045,31.14,144100,75.35,1324,1540,33
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059012023,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,3,2,1,1,1,2,2,2,505000.0,80.0,6.25,-0.87096,2,3907.82,NA,2440.87,20158.87,,360,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,141,37,1,9,1,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,2,5,,,10,,,,3453,22.85,125500,109.27,1160,1293,36
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08039,08039961204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,2,2,305000.0,40.0,7.75,0.58712,2,604.45,NA,500.0,,,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,130,42,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,1,1,1,2,5,,,10,,,,7999,16.46,125500,128.19,2382,2406,23
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005082500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,2,1,2,2,2,135000.0,29.0,7.625,0.60376,2,2603.9,NA,1552.45,70.45,,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,90,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,2,5,,,10,,,,2378,47.73,125500,86.72,709,809,44
2023,7H6GLXDRUGQFU57RNE97,14500,CO,08013,08013013307,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,405000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,167,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,1,2,5,,,10,,,,3803,34.63,144100,67.05,953,1344,49
2023,7H6GLXDRUGQFU57RNE97,22660,CO,08069,08069001306,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,365000.0,65.0,7.24,0.0356,2,500.0,NA,500.0,,96.95,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,131,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,2,5,,,10,,,,4596,38.16,118700,58.78,749,1002,15
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08093,08093000102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,135000.0,90.0,8.125,1.02173,3,4662.49,NA,3143.04,1661.04,,360,NA,NA,2,2,2,2,155000,1,2,3,5,1,NA,137,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,2,5,,,10,,,,4432,12.82,125500,106.66,2019,2344,38
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08035,08035014146,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,255000.0,40.0,7.25,0.29303,2,6716.45,NA,4940.0,3500.0,,360,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,87,47,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,1,2,5,,,10,,,,4896,29.19,125500,126.5,1220,1675,25
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,1,2,2,2,755000.0,59.19,7.375,0.43284,2,13480.95,NA,12159.5,9757.5,,360,NA,84,2,2,2,2,1265000,1,1,3,5,1,NA,279,37,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3100,11.19,125500,242.35,1112,1303,0
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031008312,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,5,0,2,1,32,1,2,2,2,325000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,74,NA,9,9,2,,,,,2,,,,,2,2,6,,,,,3,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,1,2,5,,,10,,,,8133,92.14,125500,63.67,1196,1817,33
2023,7H6GLXDRUGQFU57RNE97,22660,CO,08069,08069001715,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,435000.0,72.0,6.99,-0.06028,2,6293.53,NA,5041.58,4559.58,,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,137,36,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,2,5,,,10,,,,5029,21.34,118700,108.69,835,1123,14
2023,7H6GLXDRUGQFU57RNE97,24300,CO,08077,08077001002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,32,1,2,2,2,255000.0,57.0,7.375,0.37618,2,5201.64,NA,3970.19,2530.19,,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,64,36,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,2,5,,,10,,,,6912,16.52,91600,115.72,1831,2429,36
2023,7H6GLXDRUGQFU57RNE97,22660,CO,08069,08069000100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,695000.0,80.0,7.5,0.35559,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,875000,1,1,3,5,1,NA,NA,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,2,5,,,10,,,,3200,18.03,118700,87.12,326,776,44
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08067,08067970705,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,345000.0,50.0,7.5,0.54278,3,8790.9,NA,6920.95,5288.95,,360,NA,NA,2,2,2,2,695000,1,2,3,5,1,NA,187,45,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,1,2,5,,,10,,,,2702,18.87,90900,134.68,739,1270,26
2023,7H6GLXDRUGQFU57RNE97,99999,CO,08007,08007974400,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,0,2,1,1,1,2,2,2,1305000.0,NA,7.5,NA,2,12549.5,NA,9543.0,7748.0,128.0,360,NA,84,2,2,2,2,1625000,1,1,3,5,1,NA,383,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,45-54,45-54,No,No,3,3,6,,,,,10,,,,2013,20.52,90900,81.29,625,1742,30
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005006100,NA,Conventional:Subordinate Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,2,2,2,1,1505000.0,47.0,7.08,NA,3,NA,NA,NA,NA,NA,340,NA,60,2,1,1,2,22235000,1,3,3,5,50-99,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,3308,28.42,125500,79,652,956,61
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059011551,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,4265000.0,56.0,6.06,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,7555000,1,3,3,5,25-49,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,2,1,6,,,,,10,,,,4054,42.4,125500,40.43,833,1092,52
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059011202,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1765000.0,57.0,6.06,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,3105000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,2,1,6,,,,,10,,,,5424,24.96,125500,96.13,1233,1613,61
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059011551,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1775000.0,58.0,6.01,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,3055000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,2,1,6,,,,,10,,,,4054,42.4,125500,40.43,833,1092,52
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059011702,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,2405000.0,61.0,6.06,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,3955000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,2,1,6,,,,,10,,,,5730,34.4,125500,89.53,1752,2020,52
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003702,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,1215000.0,62.0,6.27,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,1965000,1,3,3,5,5-24,0,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,1,1,6,,,,,10,,,,4759,23.09,125500,100.57,880,931,0
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031002805,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,3705000.0,46.0,3.27,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,1,2,2,7985000,1,3,3,5,25-49,0,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,1,1,6,,,,,10,,,,3784,18.29,125500,98.23,322,466,53
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003004,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,3005000.0,46.0,3.55,NA,3,NA,NA,NA,NA,NA,330,NA,84,2,2,2,2,6555000,1,3,3,5,25-49,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,6308,22.38,125500,155.8,1299,1964,66
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005006604,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,1,1255000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,1,2,2,NA,1,3,3,5,5-24,0,NA,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,3766,31.39,125500,79.85,821,991,60
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003205,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,1,2,2,1,1095000.0,57.0,5.55,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,1915000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,3196,17.74,125500,179.8,624,374,57
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005006604,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1305000.0,59.0,5.76,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,1,2,2,2205000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,3766,31.39,125500,79.85,821,991,60
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003702,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1795000.0,45.0,5.73,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,3955000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4759,23.09,125500,100.57,880,931,0
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08005,08005006604,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,2155000.0,58.0,6.01,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,1,2,2,3695000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,3766,31.39,125500,79.85,821,991,60
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08001,08001007900,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,1,2,2,1,1745000.0,56.0,6.08,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,1,2,2,3105000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,5490,77.01,125500,48.35,955,1456,60
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003204,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1905000.0,48.0,5.73,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,4005000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,2159,27.42,125500,84.59,321,247,75
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031002802,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,3995000.0,48.0,5.73,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,8405000,1,3,3,5,25-49,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4708,22.96,125500,110.26,709,1065,62
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003205,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,4215000.0,45.0,5.73,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,9305000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,3196,17.74,125500,179.8,624,374,57
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031002704,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,5305000.0,44.0,5.73,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,12005000,1,3,3,5,50-99,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,2423,31.08,125500,87.6,110,40,73
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031003702,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1775000.0,48.0,5.73,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,3705000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4759,23.09,125500,100.57,880,931,0
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031002802,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,4065000.0,49.0,5.73,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,1,2,2,8305000,1,3,3,5,25-49,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4708,22.96,125500,110.26,709,1065,62
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08031,08031001401,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,1,2415000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,NA,1,3,3,5,5-24,0,NA,NA,9,9,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,5935,77.94,125500,59.24,859,1356,63
2023,7H6GLXDRUGQFU57RNE97,19740,CO,08059,08059011729,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,2655000.0,49.0,5.85,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,1,2,2,5405000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,3815,32.5,125500,70.9,991,1102,35
